USER           PID  PPID     VSZ    RSS WCHAN            ADDR S NAME                       
root             1     0   67856   9780 0                   0 S init
root             2     0       0      0 0                   0 S [kthreadd]
root             3     2       0      0 0                   0 I [rcu_gp]
root             4     2       0      0 0                   0 I [netns]
root             8     2       0      0 0                   0 I [mm_percpu_wq]
root            10     2       0      0 0                   0 S [rcu_tasks_kthre]
root            11     2       0      0 0                   0 S [rcu_tasks_trace]
root            12     2       0      0 0                   0 S [ksoftirqd/0]
root            13     2       0      0 0                   0 I [rcu_preempt]
root            14     2       0      0 0                   0 S [rcub/0]
root            15     2       0      0 0                   0 S [rcuc/0]
root            16     2       0      0 0                   0 S [rcu_exp_gp_kthr]
root            17     2       0      0 0                   0 S [rcu_exp_par_gp_]
root            18     2       0      0 0                   0 S [migration/0]
root            19     2       0      0 0                   0 I [kworker/0:1-events]
root            20     2       0      0 0                   0 S [cpuhp/0]
root            21     2       0      0 0                   0 S [cpuhp/1]
root            22     2       0      0 0                   0 S [migration/1]
root            23     2       0      0 0                   0 S [rcuc/1]
root            24     2       0      0 0                   0 S [ksoftirqd/1]
root            27     2       0      0 0                   0 S [cpuhp/2]
root            28     2       0      0 0                   0 S [migration/2]
root            29     2       0      0 0                   0 S [rcuc/2]
root            30     2       0      0 0                   0 S [ksoftirqd/2]
root            33     2       0      0 0                   0 S [cpuhp/3]
root            34     2       0      0 0                   0 S [migration/3]
root            35     2       0      0 0                   0 S [rcuc/3]
root            36     2       0      0 0                   0 S [ksoftirqd/3]
root            39     2       0      0 0                   0 I [inet_frag_wq]
root            40     2       0      0 0                   0 I [kworker/2:1-events]
root            41     2       0      0 0                   0 I [kworker/1:1-events]
root            42     2       0      0 0                   0 I [kworker/3:1-mm_percpu_wq]
root            43     2       0      0 0                   0 S [kauditd]
root            44     2       0      0 0                   0 S [khungtaskd]
root            45     2       0      0 0                   0 S [oom_reaper]
root            46     2       0      0 0                   0 I [writeback]
root            47     2       0      0 0                   0 S [kcompactd0]
root            48     2       0      0 0                   0 S [khugepaged]
root            98     2       0      0 0                   0 I [kblockd]
root            99     2       0      0 0                   0 I [blkcg_punt_bio]
root           100     2       0      0 0                   0 I [edac-poller]
root           101     2       0      0 0                   0 I [devfreq_wq]
root           102     2       0      0 0                   0 I [kworker/0:2-mm_percpu_wq]
root           103     2       0      0 0                   0 S [watchdogd]
root           104     2       0      0 0                   0 S [sugov:0]
root           105     2       0      0 0                   0 I [Amp workqueue]
root           107     2       0      0 0                   0 I [cfg80211]
root           112     2       0      0 0                   0 I [kworker/2:2-events]
root           131     2       0      0 0                   0 S [kswapd0]
root           133     2       0      0 0                   0 S [erofs_worker/0]
root           134     2       0      0 0                   0 S [erofs_worker/1]
root           135     2       0      0 0                   0 S [erofs_worker/2]
root           136     2       0      0 0                   0 S [erofs_worker/3]
root           138     2       0      0 0                   0 S [dmabuf-deferred]
root           139     2       0      0 0                   0 I [uas]
root           140     2       0      0 0                   0 I [dm_bufio_cache]
root           141     2       0      0 0                   0 I [mmc_complete]
root           143     2       0      0 0                   0 S [rpc-A]
root           144     2       0      0 0                   0 S [rpc-V1]
root           145     2       0      0 0                   0 S [rpc-V2]
root           146     2       0      0 0                   0 I [rtdlog dump que]
root           147     2       0      0 0                   0 D [md_check_thread]
root           148     2       0      0 0                   0 D [hw_watchdog]
root           149     2       0      0 0                   0 D [rtk_monitor_thr]
root           150     2       0      0 0                   0 I [rtice]
root           151     2       0      0 0                   0 D [avd_detect_tsk]
root           152     2       0      0 0                   0 D [hdmi_detect_tsk]
root           153     2       0      0 0                   0 S [onlinemeasure_t]
root           154     2       0      0 0                   0 D [vbi_detect_tsk]
root           155     2       0      0 0                   0 D [vsc_tsk]
root           156     2       0      0 0                   0 S [forcebg_tsk]
root           157     2       0      0 0                   0 D [fix_lastline_ts]
root           158     2       0      0 0                   0 D [localDimmingDem]
root           159     2       0      0 0                   0 D [game_mode_unmut]
root           160     2       0      0 0                   0 S [arc_control_tsk]
root           161     2       0      0 0                   0 D [smt_test_tsk]
root           162     2       0      0 0                   0 S [vsc_status_debu]
root           163     2       0      0 0                   0 D [init film_mode_]
root           164     2       0      0 0                   0 D [new_game_mode_t]
root           165     2       0      0 0                   0 D [film_mode_detec]
root           166     2       0      0 0                   0 D [CMA_release_tsk]
root           167     2       0      0 0                   0 D [VPQ_detect_tsk]
root           168     2       0      0 0                   0 D [se_tsk]
root           170     2       0      0 0                   0 D [GDMA_DEF_GUARD]
root           171     2       0      0 0                   0 S [card0-crtc0]
root           172     2       0      0 0                   0 S [irq/29-cmdreq]
root           173     2       0      0 0                   0 S [tpi_rate]
root           175     2       0      0 0                   0 D [DEC0_tsk]
root           176     2       0      0 0                   0 D [DEC1_tsk]
root           178     2       0      0 0                   0 I [mld]
root           179     2       0      0 0                   0 I [ipv6_addrconf]
root           180     2       0      0 0                   0 S [krfcommd]
root           184     2       0      0 0                   0 I [hdcp2p2_wq]
root           192     2       0      0 0                   0 S [jbd2/mmcblk0p27]
root           193     2       0      0 0                   0 I [ext4-rsv-conver]
root           196     2       0      0 0                   0 I [kdmflush]
root           197     2       0      0 0                   0 I [kdmflush]
root           198     2       0      0 0                   0 I [kdmflush]
root           199     2       0      0 0                   0 I [kdmflush]
root           200     2       0      0 0                   0 I [kdmflush]
root           201     2       0      0 0                   0 I [kdmflush]
root           202     2       0      0 0                   0 I [kdmflush]
